"basin","comid","tocomid","stream_order","path_number"
"willamette",23773195,23773193,2,2
"willamette",23752784,23752782,3,3
"willamette",23762683,23762681,4,4
"willamette",23774599,23773655,1,1
"willamette",23759542,23759540,2,2
"willamette",23762699,23762697,3,3
"willamette",23800672,23800670,4,4
"willamette",23772997,23772999,5,5
"willamette",23815058,23815056,7,6
"willamette",23801356,23800794,1,1
"willamette",23809792,23809580,2,2
"willamette",23780555,23780553,3,3
"willamette",23763147,23763145,5,5
"willamette",23791011,23815058,7,6
"willamette",23774899,0,1,1
"willamette",23763737,23763735,2,2
"willamette",23785711,23785709,5,5
"willamette",23815058,23815056,7,6
"willamette",23801648,23800674,1,1
"willamette",23800878,23800876,4,4
"willamette",23809062,23809060,5,5
"willamette",23805434,23805196,1,1
"willamette",23780935,23780841,2,2
"willamette",23791247,23791245,3,3
"willamette",23800946,23800944,4,4
"willamette",23780577,23780575,5,5
"willamette",137182882,23792573,7,6
"willamette",23773951,23773555,1,1
"willamette",23759502,23759500,3,3
"willamette",23763135,23763133,5,5
"willamette",23781071,23781097,1,1
"willamette",23815186,23814974,2,2
"willamette",23804988,23804986,3,3
"willamette",23791105,23791103,4,4
"willamette",23806092,23806056,1,1
"willamette",23773915,23773913,2,2
"willamette",23752640,23752638,4,4
"willamette",23805804,23805180,1,1
"willamette",23809526,23809524,3,3
"willamette",23763183,23763161,4,4
"willamette",23773309,23773311,5,5
"willamette",23753858,23752062,1,1
"willamette",23815340,23815336,2,2
"willamette",23796605,23796603,3,3
"willamette",23785645,23785643,5,5
"willamette",23809472,23809470,1,1
"willamette",23762787,23762785,3,3
"willamette",23763929,23763927,1,1
"willamette",23805242,23804874,3,3
"willamette",23751782,23751780,5,5
"willamette",23800916,23800878,3,3
"willamette",23780577,23780575,5,5
"willamette",23801046,23801044,1,1
"willamette",23781585,23781597,2,2
"willamette",23773473,23773471,3,3
"willamette",23786251,23786249,4,4
"willamette",23796643,23796641,5,5
"willamette",23785765,23785763,1,1
"willamette",23780665,23780663,2,2
"willamette",23810588,23809342,4,4
"willamette",137182882,23792573,7,6
"willamette",23801658,23801044,1,1
"willamette",23780589,23780587,4,4
"willamette",23773207,23773209,5,5
"willamette",137182882,23792573,7,6
"willamette",23797477,23797417,1,1
"willamette",23796923,23796921,2,2
"willamette",23763499,23763497,3,3
"willamette",23762755,23762753,4,4
"willamette",23772767,23772765,5,5
"willamette",23764911,23764897,1,1
"willamette",23797019,23796515,3,3
"willamette",23809168,23809166,5,5
"willamette",23791299,23791297,7,6
"willamette",23815590,23815586,1,1
"willamette",23763203,23763201,2,2
"willamette",23759696,23759694,3,3
"willamette",23804946,23804944,4,4
"willamette",23751928,23751926,5,5
"willamette",23781875,23781877,1,1
"willamette",23815088,23815084,2,2
"willamette",23773247,23773245,4,4
"willamette",23809012,23809010,5,5
"willamette",23815046,23815044,7,6
"willamette",23797699,23797673,2,2
"willamette",23792385,23791225,3,3
"willamette",23786015,23786013,4,4
"willamette",23796499,23796497,5,5
"willamette",23791297,23791295,7,6
"willamette",23780875,23780873,1,1
"willamette",23773259,23773257,3,3
"willamette",23772717,23772715,5,5
"willamette",23764505,23764553,1,1
"willamette",23775153,23773531,2,2
"willamette",23804932,23804934,5,5
"willamette",23809694,23809692,1,1
"willamette",23765107,23763493,2,2
"willamette",23751800,23751798,5,5
"willamette",23791017,23791015,7,6
"willamette",23792609,23792567,1,1
"willamette",23773361,23773359,4,4
"willamette",23786547,23786303,1,1
"willamette",23785727,23785725,3,3
"willamette",23791083,23791085,7,6
"willamette",23806132,23804830,1,1
"willamette",23806076,23806068,2,2
"willamette",23809174,23809172,5,5
"willamette",23773983,23773985,1,1
"willamette",23815088,23815084,2,2
"willamette",23796977,23796975,3,3
"willamette",23800698,23800696,4,4
"willamette",23764365,23762803,1,1
"willamette",23773171,23773169,2,2
"willamette",23763661,23763659,3,3
"willamette",23792517,23792473,1,1
"willamette",23763313,23765071,2,2
"willamette",23780731,23780729,4,4
"willamette",23762893,23762891,5,5
"willamette",23753026,23752612,1,1
"willamette",23764301,23764311,2,2
"willamette",23804892,23804890,4,4
"willamette",23804932,23804934,5,5
"willamette",23815600,23815390,1,1
"willamette",23752134,23752132,3,3
"willamette",23773037,23773035,4,4
"willamette",23751928,23751926,5,5
"willamette",23773343,23773341,1,1
"willamette",23753004,23753000,2,2
"willamette",23773037,23773035,4,4
"willamette",23773247,23773245,4,4
"willamette",23800612,23800610,5,5
"willamette",23815058,23815056,7,6
"willamette",23791265,23791263,2,2
"willamette",23762971,23762969,4,4
"willamette",23796499,23796497,5,5
"willamette",23796947,23796945,2,2
"willamette",23763499,23763497,3,3
"willamette",23786233,23786231,4,4
"willamette",23796633,947090082,5,5
"willamette",23815058,23815056,7,6
"willamette",23752896,23752728,1,1
"willamette",23797053,23797067,2,2
"willamette",23785813,23785811,3,3
"willamette",23791017,23791015,7,6
"willamette",23774103,23774105,1,1
"willamette",23781117,23781087,2,2
"willamette",23762911,23762909,3,3
"willamette",23800698,23800696,4,4
"willamette",23780577,23780575,5,5
"willamette",23815058,23815056,7,6
"willamette",23786709,23786429,1,1
"willamette",23763011,23763009,3,3
"willamette",23759372,23759370,5,5
"willamette",23764167,23764189,1,1
"willamette",23791593,23791595,2,2
"willamette",23796515,23796513,4,4
"willamette",23780527,23780525,5,5
"willamette",23810072,23809488,1,1
"willamette",23785853,23785851,3,3
"willamette",23785939,23785937,4,4
"willamette",23804932,23804934,5,5
"willamette",23787083,23785899,1,1
"willamette",23774509,23773255,2,2
"willamette",23804946,23804944,4,4
"willamette",23814914,23814912,5,5
"willamette",23786345,23785799,1,1
"willamette",23797141,23796595,2,2
"willamette",23752478,23752476,4,4
"willamette",23762653,23762651,5,5
"willamette",137182882,23792573,7,6
"willamette",23774515,23772927,1,1
"willamette",23810344,23810336,2,2
"willamette",23805312,23804868,3,3
"willamette",23809520,23809518,4,4
"willamette",23791407,23791405,7,6
"willamette",23797161,23796709,1,1
"willamette",23763223,23763221,4,4
"willamette",23751928,23751926,5,5
"willamette",23753516,23752392,1,1
"willamette",23752542,23752540,2,2
"willamette",23759390,23759388,3,3
"willamette",23773207,23773209,5,5
"willamette",23791329,23791331,7,6
"willamette",23764827,23762951,1,1
"willamette",23810508,23809020,2,2
"willamette",23763081,23763079,5,5
"willamette",23797561,23797539,1,1
"willamette",23772889,23772887,3,3
"willamette",23800670,23800668,5,5
"willamette",23773885,23773591,1,1
"willamette",23796775,23796773,4,4
"willamette",23773309,23773311,5,5
"willamette",23753522,23753540,1,1
"willamette",23781049,23780857,2,2
"willamette",23785773,23785771,5,5
"willamette",23805808,23805292,1,1
"willamette",23796903,23796901,2,2
"willamette",23759574,23759572,3,3
"willamette",23809104,23809102,5,5
"willamette",23815058,23815056,7,6
"willamette",23797637,23797663,1,1
"willamette",23773037,23773035,4,4
"willamette",23780531,23780529,5,5
"willamette",23815058,23815056,7,6
"willamette",23797549,23796985,1,1
"willamette",23791181,23791179,3,3
"willamette",23796583,23796499,4,4
"willamette",23797583,23797551,1,1
"willamette",23759296,23759294,4,4
"willamette",23804932,23804934,5,5
"willamette",23791011,23815058,7,6
"willamette",23774473,23774441,1,1
"willamette",23792053,23792063,1,1
"willamette",23809708,23809352,3,3
"willamette",23796775,23796773,4,4
"willamette",23809174,23809172,5,5
"willamette",23752962,23752970,1,1
"willamette",23753758,23752186,2,2
"willamette",23763539,23763537,4,4
"willamette",23781199,23781221,1,1
"willamette",23796803,23796801,2,2
"willamette",23773129,23773127,3,3
"willamette",23785645,23785643,5,5
"willamette",23759910,23759896,1,1
"willamette",23814988,23814986,3,3
"willamette",23751928,23751926,5,5
"willamette",23764243,23763925,1,1
"willamette",23787099,23785897,2,2
"willamette",23804932,23804934,5,5
"willamette",23791089,23791091,7,6
"willamette",23759790,23759782,1,1
"willamette",23785775,23787257,4,4
"willamette",23751858,23751856,5,5
"willamette",23760080,23759524,1,1
"willamette",23752148,23752136,3,3
"willamette",23780577,23780575,5,5
"willamette",23815048,23815046,7,6
"willamette",23753544,23752402,1,1
"willamette",23781127,23781141,2,2
"willamette",23780635,23780633,3,3
"willamette",23805142,23805090,4,4
"willamette",23780577,23780575,5,5
"willamette",23796625,23796623,1,1
"willamette",23809958,23809950,3,3
"willamette",23796679,23796677,5,5
"willamette",23810024,23809742,1,1
"willamette",23815088,23815084,2,2
"willamette",23805028,23805026,3,3
"willamette",23752600,23752598,4,4
"willamette",23785773,23785771,5,5
"willamette",23791089,23791091,7,6
"willamette",23792071,23792083,1,1
"willamette",23797015,23796747,2,2
"willamette",23763499,23763497,3,3
"willamette",23780627,23780625,4,4
"willamette",23809168,23809166,5,5
"willamette",23815130,23815128,1,1
"willamette",23809574,23809572,2,2
"willamette",23809454,23809452,3,3
"willamette",23764615,23764627,1,1
"willamette",23759688,23759686,2,2
"willamette",23815120,23815118,3,3
"willamette",23751782,23751780,5,5
"willamette",23764133,23764165,1,1
"willamette",23773309,23773311,5,5
"willamette",23791017,23791015,7,6
"willamette",23760218,23760208,2,2
"willamette",23759750,23759256,3,3
"willamette",23791281,23791279,7,6
"willamette",23781857,23781831,1,1
"willamette",23781589,23781579,2,2
"willamette",23763485,23763481,3,3
"willamette",23780577,23780575,5,5
"willamette",23815058,23815056,7,6
"willamette",23806054,23806052,1,1
"willamette",23773129,23773127,3,3
"willamette",23762885,23762883,5,5
"willamette",23792139,23792147,1,1
"willamette",23785993,23785991,2,2
"willamette",23763621,23763619,3,3
"willamette",23763147,23763145,5,5
"willamette",23815288,23815034,1,1
"willamette",23773549,23773547,2,2
"willamette",23809168,23809166,5,5
"willamette",23805328,23805024,1,1
"willamette",23763769,23763767,3,3
"willamette",23785827,23785807,4,4
"willamette",23751800,23751798,5,5
"yakima",23103240,23100230,1,1
"yakima",24127747,24125527,2,2
"yakima",24423515,24423513,4,4
"yakima",23104190,23104246,1,1
"yakima",24126119,24126117,3,3
"yakima",24128229,24128233,1,1
"yakima",24424165,24422997,2,2
"yakima",23099468,23099466,4,4
"yakima",24129665,24125087,1,1
"yakima",24129079,24126441,2,2
"yakima",24125811,24125809,5,5
"yakima",947030107,947030108,7,6
"yakima",23103928,23100196,2,2
"yakima",24423441,24423439,3,3
"yakima",24126509,24126507,4,4
"yakima",24127395,24127461,1,1
"yakima",23103548,947030165,3,3
"yakima",23101824,23099486,4,4
"yakima",23099464,23099462,7,6
"yakima",23102810,23102940,1,1
"yakima",947030123,23101018,4,4
"yakima",24125881,24125879,5,5
"yakima",23104776,0,2,2
"yakima",23100204,23100202,3,3
"yakima",24423019,24423017,5,5
"yakima",24425345,24423025,1,1
"yakima",23101562,23101598,4,4
"yakima",23100058,23100056,5,5
"yakima",23102874,23102884,1,1
"yakima",23107538,23107532,2,2
"yakima",23100154,23100152,3,3
"yakima",24127163,24126011,1,1
"yakima",23100280,23100278,4,4
"yakima",24128781,24128749,1,1
"yakima",23103102,23100226,2,2
"yakima",23103472,23103432,2,2
"yakima",24125345,24125343,3,3
"yakima",24422819,24422817,5,5
"yakima",23099692,23099690,7,6
"yakima",23103020,23103022,1,1
"yakima",24127391,24125657,2,2
"yakima",24424155,24424101,1,1
"yakima",23100504,23100376,2,2
"yakima",24128867,24128955,4,4
"yakima",24423307,24423305,5,5
"yakima",23099682,23099680,7,6
"yakima",25006823,24125969,1,1
"yakima",24423563,24423561,2,2
"yakima",23100404,23100402,4,4
"yakima",23099860,23099858,7,6
"yakima",24129263,24126413,1,1
"yakima",23103304,23103364,2,2
"yakima",24126265,24126263,4,4
"yakima",23099678,23099676,7,6
"yakima",24127047,24127055,1,1
"yakima",23102190,23102250,2,2
"yakima",24126803,24126801,3,3
"yakima",23103696,23103700,4,4
"yakima",24423091,24423089,2,2
"yakima",24129037,24129061,1,1
"yakima",23103812,23103712,2,2
"yakima",24424807,24424813,1,1
"yakima",23099720,23099718,7,6
"yakima",24127261,24127259,1,1
"yakima",23100474,23100472,3,3
"yakima",23100058,23100056,5,5
"yakima",24425087,24425025,1,1
"yakima",24424479,24423133,2,2
"yakima",24424825,24423279,1,1
"yakima",24125989,24125987,3,3
"yakima",24129761,24125837,2,2
"yakima",23102096,23102126,1,1
"yakima",23101562,23101598,4,4
"yakima",24127655,24127653,1,1
"yakima",23099536,23099534,2,2
"yakima",23100456,23100454,4,4
"yakima",23099502,23099500,2,2
"yakima",23101292,23101276,3,3
"yakima",24125897,24125895,4,4
"yakima",24422733,24422731,5,5
"yakima",24125239,24125237,1,1
"yakima",24424677,24424645,2,2
"yakima",23099682,23099680,7,6
"yakima",23105284,23105240,2,2
"yakima",24126383,24126381,3,3
"yakima",24423419,24423417,4,4
"yakima",23099720,23099718,7,6
"yakima",24131045,24128259,1,1
"yakima",23105140,23105142,2,2
"yakima",24126095,24126093,5,5
"yakima",24129449,24129453,1,1
"yakima",24126043,24126041,2,2
"yakima",23105506,23105508,1,1
"yakima",23107464,23104746,4,4
"yakima",23105226,23105224,2,2
"yakima",24125889,24125887,4,4
"yakima",23099728,23099726,7,6
"yakima",24126889,24125961,2,2
"yakima",23100058,23100056,5,5
"yakima",23099692,23099690,7,6
"yakima",24425309,24423457,2,2
"yakima",23099938,23099936,4,4
"yakima",24128459,24128427,1,1
"yakima",24127653,24125731,2,2
"yakima",23103656,23107336,3,3
"yakima",23099692,23099690,7,6
"yakima",23103066,23103144,2,2
"yakima",23099844,23099842,7,6
"yakima",24128045,24128189,1,1
"yakima",23099690,23099688,7,6
"yakima",23101116,947030124,4,4
"yakima",23105344,23105224,1,1
"yakima",24423895,24423897,3,3
"yakima",23099486,23099484,4,4
"yakima",24127867,24127909,1,1
"yakima",23103268,23103206,2,2
"yakima",23103656,23107336,3,3
"yakima",23099464,23099462,7,6
"yakima",23102472,23102440,1,1
"yakima",24425191,24423379,2,2
"yakima",23099692,23099690,7,6
"yakima",24126889,24125961,2,2
"yakima",23101304,23100002,1,1
"yakima",24125073,24125071,3,3
"yakima",24126095,24126093,5,5
"yakima",23099682,23099680,7,6
"yakima",24129817,24125975,1,1
"yakima",25007342,24425331,1,1
"yakima",23102940,23103026,2,2
"yakima",24125855,24125853,5,5
"yakima",23100470,23100468,4,4
"yakima",947030195,947030194,5,5
"yakima",23104076,23105394,1,1
"yakima",24423549,24423547,1,1
"yakima",23100058,23100056,5,5
"yakima",23099736,23099734,7,6
"yakima",23102926,23099650,2,2
"yakima",24126389,24126387,3,3
"yakima",24423315,24423313,4,4
"yakima",24423621,24423285,3,3
"yakima",23099464,23099462,7,6
"yakima",23100262,23100260,5,5
"yakima",24424983,24425333,1,1
"yakima",23100058,23100056,5,5
"yakima",24127341,24127367,3,3
"yakima",23102942,23103026,1,1
"yakima",23101872,23101918,2,2
"yakima",24126095,24126093,5,5
"yakima",23099970,23099968,3,3
"yakima",24127421,24127393,1,1
"yakima",24423651,24423649,2,2
"yakima",24422951,24422949,3,3
"yakima",23100392,23100390,4,4
"yakima",23099692,23099690,7,6
"yakima",23099916,23099914,4,4
"yakima",23103162,23103008,1,1
"yakima",947030162,23107324,3,3
"yakima",24126147,24126095,4,4
"yakima",24128943,24128961,2,2
"yakima",23099736,23099734,7,6
"yakima",24128259,24128267,1,1
"yakima",23099484,947030099,4,4
"yakima",24424305,24423567,1,1
"yakima",23100336,23100334,5,5
"yakima",23100406,23100404,4,4
"yakima",23099682,23099680,7,6
"yakima",23105004,23100394,1,1
"yakima",24129845,24127337,2,2
"yakima",23103656,23107336,3,3
"yakima",24127841,24127855,1,1
"yakima",23100336,23100334,5,5
"yakima",24126781,24125437,1,1
"yakima",23104724,23104650,1,1
"yakima",24125631,24125629,5,5
"yakima",24424961,24424917,1,1
"yakima",24127187,24129723,2,2
"yakima",24129477,24125151,1,1
"yakima",24126037,24126035,2,2
"yakima",24125533,24125531,3,3
"yakima",23099486,23099484,4,4
"yakima",24128229,24128233,1,1
"yakima",23100920,23100980,2,2
"yakima",24126179,24126177,3,3
"yakima",24423419,24423417,4,4
"yakima",23100238,23100236,1,1
"yakima",24423587,24423585,2,2
"yakima",23104812,23104746,3,3
"yakima",947030055,947030169,1,1
"yakima",23100132,23100130,2,2
"yakima",23107336,23107316,4,4
"yakima",24126063,24126061,5,5
"yakima",23100718,23100720,2,2
"yakima",23100204,23100202,3,3
"yakima",24126157,24126155,3,3
"yakima",23107534,23107540,1,1
"yakima",23100262,23100260,5,5
"yakima",23102540,23102418,2,2
"yakima",23099752,23099750,7,6
"yakima",23103214,23103218,1,1
"yakima",24125169,24125167,3,3
"yakima",24125881,24125879,5,5
"yakima",947030130,23102068,2,2
"yakima",24125173,24125171,3,3
"yakima",24126505,24126503,4,4
"yakima",24125871,24125869,5,5
"yakima",24127559,24127593,1,1
"yakima",24126519,24126517,3,3
"yakima",24125519,24125517,4,4
"yakima",24422977,24422975,5,5
"yakima",24422965,24422963,3,3
"yakima",23099662,23099660,7,6
"yakima",23100270,23100268,4,4
"yakima",24125837,24125835,5,5
"yakima",24425229,24425123,2,2
"yakima",23100224,23100222,3,3
"yakima",24125517,24125515,4,4
"yakima",24129049,24126547,1,1
"yakima",23101714,23101630,3,3
"yakima",23099542,23099540,2,2
"yakima",23100166,23107606,4,4
"yakima",23100262,23100260,5,5
"yakima",23100994,23099510,1,1
"yakima",24126617,24126615,3,3
"yakima",24126117,24126115,4,4
"yakima",24129801,24126865,1,1
"yakima",24126129,24126127,3,3
"yakima",23099938,23099936,4,4
"yakima",23099720,23099718,7,6
"yakima",23103438,23103478,1,1
"yakima",24127777,24127763,2,2
"yakima",23100534,23100532,4,4
"yakima",23099842,23099840,7,6
"yakima",24424341,24423145,1,1
"yakima",23103450,23103464,1,1
"yakima",24424729,24423661,2,2
"yakima",23100030,23100028,5,5
"yakima",24424473,24423163,1,1
"yakima",23099632,23099630,4,4
"yakima",23099842,23099840,7,6
"yakima",23103124,23103492,2,2
"yakima",24422819,24422817,5,5
"yakima",23105218,23100572,1,1
"yakima",23104628,23100384,2,2
"yakima",24126275,24126273,4,4
"yakima",24126475,24126473,4,4
"yakima",24125881,24125879,5,5
"yakima",23102542,23102440,1,1
"yakima",24422733,24422731,5,5
"yakima",23100846,23099910,1,1
"yakima",24129623,24125073,2,2
"yakima",24125345,24125343,3,3
"yakima",23099486,23099484,4,4
"yakima",24422911,24422819,5,5
"yakima",23099682,23099680,7,6
"yakima",24125881,24125879,5,5
"yakima",24127149,24127151,1,1
"yakima",24424263,24423107,2,2
"yakima",24126223,24126221,3,3
"yakima",23103366,23103420,1,1
"yakima",23102118,23102290,2,2
"yakima",24128055,24128085,3,3
"yakima",24125197,24125195,5,5
"yakima",24129259,24129233,1,1
"yakima",23100526,23100010,2,2
"yakima",24423317,24423315,4,4
"yakima",23103882,23103872,2,2
"yakima",23099996,23099994,3,3
"yakima",23099720,23099718,7,6
"yakima",23104070,23100462,2,2
"yakima",24126275,24126273,4,4
"yakima",23100058,23100056,5,5
"yakima",23099682,23099680,7,6
"yakima",24126035,24126033,3,3
"yakima",23100262,23100260,5,5
"yakima",23099860,23099858,7,6
"yakima",24127489,24127491,2,2
"yakima",24423419,24423417,4,4
"yakima",23100948,23101050,1,1
"yakima",24128043,24128047,2,2
"yakima",24423451,24423449,3,3
"yakima",24125651,24125649,4,4
"yakima",23099692,23099690,7,6
"yakima",24128091,24128227,1,1
"yakima",23102856,23102858,1,1
"yakima",23100470,23100468,4,4
"yakima",24126065,24126063,5,5
"yakima",23099720,23099718,7,6
"yakima",23103788,23100586,1,1
"yakima",23103364,23103370,2,2
"yakima",24423111,24423109,1,1
"yakima",24126567,24126565,3,3
"yakima",23099692,23099690,7,6
"yakima",24125631,24125629,5,5
"yakima",24127535,24129787,1,1
"yakima",24125741,24125739,3,3
"yakima",24424429,24424435,1,1
"yakima",24127531,24125741,2,2
"yakima",23103868,23103880,1,1
"yakima",23104086,23100268,3,3
"yakima",23100738,23100764,4,4
"yakima",24423241,24423239,5,5
"yakima",23099728,23099726,7,6
"yakima",23099720,23099718,7,6
"yakima",24126803,24126801,3,3
"yakima",23099900,23099898,4,4
"yakima",23099720,23099718,7,6
"yakima",24129359,24129363,1,1
"yakima",23100406,23100404,4,4
"yakima",24125881,24125879,5,5
"yakima",23099682,23099680,7,6
"yakima",24126721,24125229,1,1
"yakima",23107336,23107316,4,4
"yakima",23100262,23100260,5,5
"yakima",23101868,23101872,1,1
"yakima",24423339,24423337,4,4
"yakima",23107340,23107348,5,5
"yakima",24129269,24126417,1,1
"yakima",23107340,23107348,5,5
"yakima",23101984,23102118,1,1
"yakima",24126411,24126409,3,3
"yakima",24126095,24126093,5,5
"yakima",23105094,23104992,2,2
"yakima",23104086,23100268,3,3
"yakima",24423307,24423305,5,5
"yakima",23099842,23099840,7,6
"yakima",23104252,23104050,1,1
"yakima",23102406,23100082,2,2
"yakima",23103696,23103700,4,4
"yakima",23100058,23100056,5,5
"yakima",23101204,23101246,2,2
"yakima",24126789,24126787,3,3
"yakima",23099692,23099690,7,6
"yakima",23102232,947030134,1,1
"yakima",23101608,23101594,3,3
"yakima",24126113,24126111,4,4
"yakima",23102370,23102722,2,2
"yakima",23103712,23103688,3,3
"yakima",24126751,24126749,4,4
"yakima",23100058,23100056,5,5
"yakima",24424191,24424141,1,1
"yakima",23100718,23100720,2,2
"yakima",24422979,24422977,5,5
"yakima",23104254,23104222,3,3
"yakima",24423259,24423257,5,5
"yakima",23105076,23104834,1,1
"yakima",24425211,24423387,2,2
"yakima",23100336,23100334,5,5
"yakima",24127233,24127275,1,1
"yakima",23102042,23102008,2,2
"yakima",23105142,23105122,3,3
"yakima",24125519,24125517,4,4
"yakima",23104550,23104486,1,1
"yakima",947030113,947030114,4,4
"yakima",23102140,23102070,3,3
"yakima",24422791,24422789,5,5
"yakima",23102018,23101850,1,1
"yakima",23100012,23100010,2,2
"yakima",24423307,24423305,5,5
"yakima",23099682,23099680,7,6
"yakima",23102808,23102666,1,1
"yakima",24423203,24423201,2,2
"yakima",24423097,24423095,3,3
"yakima",23099912,23099910,4,4
"yakima",23099842,23099840,7,6
"yakima",24423309,24423307,4,4
"yakima",23099720,23099718,7,6
"yakima",24125741,24125739,3,3
"yakima",24126331,24126329,4,4
"yakima",23099608,23099606,7,6
"yakima",23106412,23106380,1,1
"yakima",23100262,23100260,5,5
"yakima",23103438,23103478,1,1
"yakima",23104000,23104006,2,2
"yakima",24423107,24423105,3,3
"yakima",23099410,23099408,7,6
"yakima",24125551,24125549,3,3
"yakima",23102770,23100208,2,2
"yakima",24423339,24423337,4,4
"yakima",24422741,24422739,5,5
"yakima",24127359,24125709,1,1
"yakima",24424101,24424099,2,2
"yakima",23102286,23102282,3,3
"yakima",24129785,24129783,4,4
"yakima",24425249,24423381,1,1
"yakima",24126095,24126093,5,5
"yakima",23101846,23101808,1,1
"yakima",24126571,24126569,2,2
"yakima",24424439,24424441,1,1
"yakima",23100280,23100278,4,4
"yakima",24423279,24423277,5,5
"yakima",23101252,23099996,1,1
"yakima",24127497,24126161,2,2
"yakima",24126095,24126093,5,5
"yakima",23102130,23100090,1,1
"yakima",23107336,23107316,4,4
"yakima",23101136,23099508,1,1
"yakima",24125173,24125171,3,3
"yakima",24423015,24423013,5,5
"yakima",23099464,23099462,7,6
"yakima",24128385,24126807,1,1
"yakima",23100318,23100316,2,2
"yakima",24423347,24423345,3,3
"yakima",23100356,23100354,4,4
"yakima",23100058,23100056,5,5
"yakima",23099464,23099462,7,6
"yakima",24129735,24126105,1,1
"yakima",23101872,23101918,2,2
"yakima",23103294,23103314,3,3
"yakima",23100246,23100244,5,5
"yakima",23099464,23099462,7,6
"yakima",24128121,24128137,1,1
"yakima",24129827,24127009,2,2
"yakima",24424955,24425393,1,1
"yakima",24127653,24125731,2,2
"yakima",24422953,24422951,3,3
"yakima",24424849,24423637,1,1
"yakima",23100082,23100080,4,4
"yakima",23100994,23099510,1,1
"yakima",24424353,24425349,2,2
"yakima",23101686,23101684,3,3
"yakima",23099844,23099842,7,6
"yakima",23100502,23099932,1,1
"yakima",24422851,24422849,4,4
"yakima",24125631,24125629,5,5
"yakima",23099590,23099588,7,6
"yakima",23103076,23103086,3,3
"yakima",23103124,23103492,2,2
"yakima",24125133,24125131,3,3
"yakima",24423419,24423417,4,4
"yakima",24126095,24126093,5,5
"yakima",23099752,23099750,7,6
"yakima",24128081,24128083,1,1
"yakima",23101590,23101690,2,2
"yakima",23099720,23099718,7,6
"yakima",24129727,24126181,1,1
"yakima",23103124,23103492,2,2
"yakima",24127011,24126193,1,1
"yakima",24423171,24423169,3,3
"yakima",23099676,23099674,7,6
"yakima",23102502,23102508,2,2
"yakima",24125197,24125195,5,5
"yakima",24423339,24423337,4,4
"yakima",23099682,23099680,7,6
"yakima",23099692,23099690,7,6
"yakima",24127753,24125539,1,1
"yakima",24125935,24125933,2,2
"yakima",23100058,23100056,5,5
"yakima",23099936,23099926,4,4
"yakima",24129583,24129597,1,1
"yakima",23100208,23100206,2,2
"yakima",23102580,23102598,3,3
"yakima",24126095,24126093,5,5
"yakima",23099720,23099718,7,6
"yakima",24125941,24125939,2,2
"yakima",23100190,23100188,4,4
"yakima",23101056,23099990,1,1
"yakima",23100246,23100244,5,5
"yakima",23101654,23101428,1,1
"yakima",23105174,23105172,1,1
"yakima",23105206,23105114,1,1
"yakima",23104920,23104914,4,4
"yakima",23100058,23100056,5,5
"yakima",23100714,23100744,1,1
"yakima",23101824,23099486,4,4
"yakima",24126095,24126093,5,5
"yakima",23103372,23103382,1,1
"yakima",23103712,23103688,3,3
"yakima",24126147,24126095,4,4
"yakima",24424265,24422999,1,1
"yakima",23103420,23103520,2,2
"yakima",24125225,24125223,3,3
"yakima",24128867,24128955,4,4
"yakima",24422911,24422819,5,5
"yakima",24128509,24125225,1,1
"yakima",24423081,24423079,4,4
"yakima",24423233,24422707,5,5
"yakima",23099608,23099606,7,6
"yakima",23103464,23100474,1,1
"yakima",23104280,23104302,2,2
"yakima",24126207,24126205,3,3
"yakima",24126147,24126095,4,4
"yakima",24126095,24126093,5,5
"yakima",24127277,24125763,1,1
"yakima",24126717,24125645,2,2
"yakima",24125211,24125209,4,4
"yakima",23099692,23099690,7,6
"yakima",947030141,947030142,1,1
"yakima",23101394,0,2,2
"yakima",24126297,24126295,3,3
"yakima",23100216,23100214,4,4
"yakima",23101854,23101850,2,2
"yakima",23105034,23104934,3,3
"yakima",24126543,24126541,1,1
"yakima",23099682,23099680,7,6
"yakima",24424725,24423675,1,1
"yakima",23101894,23101768,3,3
"yakima",24126331,24126329,4,4
"yakima",24128279,24128199,1,1
"yakima",24424103,24423729,2,2
"yakima",23099608,23099606,7,6
"yakima",24129915,24126981,1,1
"yakima",24126837,24126835,3,3
"yakima",23099884,23099882,4,4
"yakima",24125075,24125073,3,3
"yakima",23099720,23099718,7,6
"yakima",24128171,24128183,1,1
"yakima",947030113,947030114,4,4
"yakima",23104226,23100282,2,2
"yakima",23100556,23100554,3,3
"yakima",23100198,23100196,4,4
"yakima",24127629,24127633,1,1
"yakima",24129313,24129299,2,2
"yakima",24125075,24125073,3,3
"yakima",23101598,23101614,4,4
"yakima",24126095,24126093,5,5
"yakima",23100714,23100744,1,1
"yakima",24422873,24422871,2,2
"yakima",24125741,24125739,3,3
"yakima",24127607,24125737,1,1
"yakima",23100246,23100244,5,5
"yakima",24424739,24423657,1,1
"yakima",23105236,23105184,2,2
"yakima",23101072,23101126,4,4
"yakima",23106380,23106414,1,1
"yakima",24423751,24423749,2,2
"yakima",23103430,23103496,3,3
"yakima",23101466,23101524,4,4
"yakima",24129661,24129639,1,1
"yakima",24125881,24125879,5,5
"yakima",23099720,23099718,7,6
"yakima",24128295,24128199,1,1
"yakima",947030113,947030114,4,4
"yakima",23099684,23099682,7,6
"yakima",23101802,23100096,1,1
